name,song_name,song_subgenre
Arrested Development,The Final Countdown,"album rock, glam metal, hard rock, rock, swedish hard rock, swedish melodic rock"
Arrested Development,Christmastime Is Here (Instrumental),jazz trio
Dark,Industry,lgbtq+ hip hop
Dark,Familiar,pop
Dark,Goodbye,"glam rock, mellow gold, piano rock, rock"
Dark,Let You Go,
Oz,,
Six Feet Under,Six Feet Under (Original Main Theme),"art pop, pop"
1883,,
Steins;Gate,Hacking to the Gate,anime lo-fi
Steins;Gate,Tokitsukasadoru Juni no Meiyaku,"anime, classic city pop, japanese new wave, techno kayo"
The Simpsons,The Simpsons Theme,"modern rock, permanent wave, punk, rock"
The Simpsons,'The Itchy & Scratchy Show' Theme,
House,Teardrop,"downtempo, electronica, trip hop"
House,House,pop
House,House End Credits,"british soundtrack, orchestral soundtrack, soundtrack"
House,House End Credits,"british soundtrack, orchestral soundtrack, soundtrack"
The Shield,,
Stranger Things,Stranger Things,"horror synth, soundtrack"
Invincible,,
Battlestar Galactica,,
Vinland Saga,,
Downton Abbey,O Mio Babbino Caro,
Fleabag,Boys Wanna Be Her,"alternative dance, dance-punk, electroclash, escape room, neo-synthpop, new rave"
Fleabag,Fire,"pop, uk pop"
House of Cards,,
Mad Men,A Beautiful Mine,"electronica, instrumental hip hop, jazztronica"
Mad Men,The Best Things in Life are Free,"dance pop, r&b, urban contemporary"
The Boys,Get Loud For Me,
The Boys,Wannabe,"dance pop, girl group, pop"
The Boys,Who R U?,"escape room, hip hop, indie soul, neo soul"
The Marvelous Mrs. Maisel,,
One Piece,Memories,pop
One Piece,RUN! RUN! RUN!,"anime piano, scorecore"
One Piece,Watashi ga iru yo!,
One Piece,Fight Together,
One Piece,We Go!,
The Crown,,
Friday Night Lights,,
Star Trek: The Next Generation,,
Top Gear,Jessica,"dance pop, post-teen pop"
Peep Show,Flagpole Sitta,"pop rock, post-grunge"
The Grand Tour,Pumpin' Irony,"modern blues rock, rebel blues"
The Grand Tour,Come with Me Now,"modern alternative rock, modern blues rock, south african rock"
The Grand Tour,Live and Let Die,"glam metal, hard rock, rock"
The Grand Tour,With A Little Help From My Friends,"british invasion, classic rock, merseybeat, psychedelic rock, rock"
The Adventures of Sherlock Holmes,221b Baker Street,
Aspirants,Phod De Ya Chhod De,
Aspirants,Beparwah,"classic pakistani pop, pakistani pop, sufi"
Aspirants,Mohbhang,
Aspirants,Dhaaga,assamese pop
Aspirants,Bairagi,"hindustani classical, indian classical, sitar"
Aspirants,De Mauka Zindagi,assamese pop
Aspirants,Phod De Ya Chhod De,
Aspirants,Guiding Light,"modern folk rock, modern rock, neo mellow, stomp and holler, uk americana"
Aspirants,Positive Shift,
Aspirants,Triumph,"emo rap, miami hip hop, rap"
Aspirants,Aspirants Theme - Extended,
The X-Files,,
Dexter,Main Theme,"chiptune, japanese classical, japanese vgm, orchestral soundtrack, video game music"
Dexter,Conoci La Paz,"bolero, bolero cubano, latin jazz, mambo, musica tradicional cubana"
Dexter,Blood Theme for Piano,soundtrack
Dexter,I Enjoy Killing / The Hitman,video game music
Dexter,Argentina,"latin alternative, latin rock, rock en espanol, ska argentino"
Dexter,No Mistakes / Dex Kisses Hannah,video game music
Parks and Recreation,,
Line of Duty,,
The Thick of It,,
Deadwood,,
Justice League Unlimited,,
The Jinx: The Life and Deaths of Robert Durst,Fresh Blood,"alternative rock, chamber pop, melancholia"
Berserk,Forces,"anime score, japanese alternative pop, japanese electropop, japanese soundtrack"
Father Ted,Songs of Love,"british soul, new romantic, new wave, new wave pop, soft rock, sophisti-pop"
Demon Slayer: Kimetsu no Yaiba,Gurenge,"anime, anime rock, j-pixie, j-pop"
Demon Slayer: Kimetsu no Yaiba,From the Edge,"pop, talent show, uk pop"
Daredevil,Main Title,movie tunes
Daredevil,Fogwell's Gym,"lo-fi indie, newfoundland indie, slacker rock, small room"
Daredevil,Battlin' Jack Murdock,"soundtrack, video game music"
Daredevil,Hallway Fight,"soundtrack, video game music"
Daredevil,Union Allied,"soundtrack, video game music"
Daredevil,Passenger Side,"hopebeat, indie poptimism, la indie, la pop, metropopolis, modern alternative rock, modern rock"
Daredevil,A World On Fire,"reggae fusion, reggae rock"
Daredevil,Ben Urich,"soundtrack, video game music"
Daredevil,Stick,pov: indie
Daredevil,Wilson Fisk,boom bap
Daredevil,Worthy Opponents,"soundtrack, video game music"
Daredevil,Avocados at Law,"soundtrack, video game music"
Daredevil,Man of Ill Intent,"soundtrack, video game music"
Daredevil,The Suit,"canadian americana, canadian contemporary country, outlaw country, saskatchewan indie"
Daredevil,Daredevil,"soundtrack, video game music"
Code Geass,O2,"afrobeats, nigerian pop"
Code Geass,COLORS,anime
Code Geass,Shiawase Neiro,
Code Geass,Yûkyô Seishunka,anime score
Code Geass,WORLD END,"indie folk, stomp and holler"
Code Geass,Kaidoku Funô,
Code Geass,Waga Rôtashi Aku no Hana,
Code Geass,Mozaiku Kakera,"j-pop boy group, j-poprock"
Code Geass,Hitomi no Tsubasa,otacore
Haikyuu!!,,
Young Justice,,
Atlanta,,
The Bridge,Hollow Talk,danish alternative rock
Archer,,
Blackadder II,,
This Is Us,,
Naruto: Shippûden,Hero's Come Back,"j-pop boy group, j-poprock"
Naruto: Shippûden,Nagareboshi 'Shooting Star',j-poprock
Naruto: Shippûden,Michi ' to you all,
Naruto: Shippûden,Distance,pop soul
Naruto: Shippûden,Kimi Monogatari,"anime, j-pixie, vocaloid"
Naruto: Shippûden,Mezamero! Yasei,
Naruto: Shippûden,Sunao na Niji,
Naruto: Shippûden,Broken Youth,american metalcore
Naruto: Shippûden,Closer,pop
Naruto: Shippûden,Long Kiss Good Bye,shibuya-kei
Naruto: Shippûden,Bacchikoi!!!,
Naruto: Shippûden,Shinkokyu,"anime, j-pop, j-poprock, j-rock"
Naruto: Shippûden,My Answer,"k-pop, k-pop boy group"
Naruto: Shippûden,Sign,pop
Naruto: Shippûden,Omae dattanda,
Naruto: Shippûden,For You,pop
Naruto: Shippûden,Tomei Datta Sekai,"j-acoustic, j-pop, j-rock, japanese singer-songwriter"
Naruto: Shippûden,Jitensha,"anime lo-fi, japanese chillhop, lo-fi study"
Naruto: Shippûden,Utakata Hanabi,"anime, j-pixie, vocaloid"
Naruto: Shippûden,Diver,pop
Naruto: Shippûden,U Can Do It!,eurobeat
Naruto: Shippûden,Midnight Orchestra,british dance band
Naruto: Shippûden,Lovers,pov: indie
Naruto: Shippûden,Freedom,"dance pop, pop"
Naruto: Shippûden,Yokubo o Sakabee,japanese dream pop
Naruto: Shippûden,Newsong,"j-poprock, j-rock"
Naruto: Shippûden,Place to Try,"j-punk, j-rock, japanese pop punk, japanese punk rock"
Naruto: Shippûden,By My Side,korean r&b
Naruto: Shippûden,Assault Rock,"metal cover, otacore"
Naruto: Shippûden,Cascade,"eurodance, europop, german techno, melbourne bounce international"
Naruto: Shippûden,Kono Koe Karashite,
Naruto: Shippûden,Moshimo,
Naruto: Shippûden,Mother,"canadian indie rock, pov: indie, vancouver indie"
Naruto: Shippûden,Sayonara Memories,
Naruto: Shippûden,Niwaka Ame Ni Mo Makezu,"metal cover, otacore"
Naruto: Shippûden,I Can Hear,pop
Naruto: Shippûden,Size of the Moon,"countrygaze, new jersey indie, small room"
Naruto: Shippûden,Crimson Lotus,"funk, funk rock, minneapolis sound, rock, synth funk"
Naruto: Shippûden,Silhouette,"anime, j-pop, j-rock"
Gomorrah,,
It's a Sin,,
Monster,For the Love of Life,"folk punk, portland punk"
Lonesome Dove,,
Mindhunter,,
Blackadder the Third,,
The Return of Sherlock Holmes,,
Yellowstone,,
Adventure Time,Adventure Time,pov: indie
Adventure Time,Island Song,"contemporary country, country, country road, modern country rock"
Dopesick,,
Mystery Science Theater 3000,The Love Theme from Mystery Science Theatre 3000,"alabama indie, instrumental rock, instrumental surf, surf music, surf punk"
Mystery Science Theater 3000,My White Goddess,"big beat, soundtrack"
Mystery Science Theater 3000,My Creepy Girl,
Mystery Science Theater 3000,If Chauffeurs Ruled the World,"instrumental math rock, instrumental rock, progressive jazz fusion, san diego indie"
Mystery Science Theater 3000,Klack Holiday Serenade,
Mystery Science Theater 3000,O Sweet Mother O Mine,"classic texas country, country, outlaw country"
Mystery Science Theater 3000,Rex Dart Action Theme,bedroom pop
Mystery Science Theater 3000,Godzilla Geneology Bop,"anime, anime score, japanese soundtrack"
Mystery Science Theater 3000,Jupiter,"dance pop, neo mellow, pop, pop rock"
Mystery Science Theater 3000,"Tibby, Oh Tibby ",experimental guitar
Mystery Science Theater 3000,A Clown in the Sky,"classical, late romantic era, russian romanticism"
Mystery Science Theater 3000,Baby Music,lullaby
Mystery Science Theater 3000,"Opus 4, Number 23, Plate Spinning Song ","classical, early modern classical, impressionism, late romantic era, russian romanticism"
Mystery Science Theater 3000,Waldstein Sonata,"classical, classical era, early romantic era, german romanticism"
Mystery Science Theater 3000,Gamera (in it's [sic] many forms),"complextro, gaming edm"
Mystery Science Theater 3000,A Danger to Ourselves and Others,"alternative metal, metalcore, neon pop punk, pop punk, screamo"
Mystery Science Theater 3000,Ode to Pants,
Mystery Science Theater 3000,Ode on Estelle,pop punk
Mystery Science Theater 3000,The Gypsy Moons,"deep psychobilly, psychobilly"
Mystery Science Theater 3000,Gypsy Rose Me,"alternative r&b, chicago rap"
Mystery Science Theater 3000,Hired! Original Broadway Cast,
Mystery Science Theater 3000,The Train Song,"children's music, preschool children's music"
Mystery Science Theater 3000,The Janitor Song,
Mystery Science Theater 3000,Whispering Christmas Warrior,
Mystery Science Theater 3000,Merry Christmas - If That's O.K.,"classic texas country, outlaw country, texas country"
Mystery Science Theater 3000,Forrester's Theme Song,"orchestral soundtrack, soundtrack"
Mystery Science Theater 3000,Supercalafragalisticexpialawacky!,"hollywood, movie tunes, show tunes"
Mystery Science Theater 3000,The Bouncy Upbeat Song,
Mystery Science Theater 3000,Speed of Sound,"permanent wave, pop"
Mystery Science Theater 3000,Who Will I Kill?,
Mystery Science Theater 3000,When I held Your Brain in my Arms,novelty
Mystery Science Theater 3000,The Gods Jam,"modern blues rock, rebel blues"
Mystery Science Theater 3000,Please Stay,"corecore, lo-fi indie, zoomergaze"
Mystery Science Theater 3000,Air On A Delta Knight,
Mystery Science Theater 3000,"Oh, I Am Sad ","classical, classical era"
Mystery Science Theater 3000,Bobo Creek,comedy rap
Mystery Science Theater 3000,Alas Poor Who?,"dark cabaret, louisville indie, steampunk"
Mystery Science Theater 3000,Those Little Audition Numbers,hollywood
Making a Murderer,Weak of Heart,old west
Making a Murderer,The Last of Us,
Westworld,Main Title Theme,"german soundtrack, orchestral soundtrack, scorecore, soundtrack"
Westworld,Reverie,"classical, impressionism, post-romantic era"
Formula 1: Drive to Survive,,
Behzat Ç.: Bir Ankara Polisiyesi,Delilik,turkish rock
Behzat Ç.: Bir Ankara Polisiyesi,Kirmizi,turkish pop
Behzat Ç.: Bir Ankara Polisiyesi,Uzun Geceler,"anadolu rock, turkish rock"
Behzat Ç.: Bir Ankara Polisiyesi,Eylul Aksami,"turkish jazz, turkish rock, turkish singer-songwriter"
Behzat Ç.: Bir Ankara Polisiyesi,Olsun,"turkish jazz, turkish pop, turkish singer-songwriter"
Behzat Ç.: Bir Ankara Polisiyesi,Haram Geceler,turkish rock
Ramayan,,
QI,,
Anne with an E,,
Mr. Bean,Ecce homo,"indie rock, lo-fi, new jersey indie"
The Haunting of Hill House,,
Justified,Long Hard Times To Come,alternative americana
Poirot,,
Boardwalk Empire,Straight Up and Down,"alternative rock, bay area indie, garage rock, indie rock, neo-psychedelic, noise pop, shoegaze"
The Eric Andre Show,Happy Happening,shojo
The Eric Andre Show,Oregon Spirit,
The Queen's Gambit,,
The Bugs Bunny Show,The Bugs Bunny Overture (This Is It!),"antiviral pop, pixel"
Impractical Jokers,,
Sarabhai V/S Sarabhai,,
Yeh Meri Family,,
Panchayat,Pasa Phenk,
Panchayat,Paheli,"desi pop, modern bollywood"
Panchayat,Hiya Tho,"desi pop, modern bollywood"
Panchayat,I'm Happy,"dance pop, pop"
The Newsroom,The Newsroom Main Theme,theme
Flight of the Conchords,,
Crash Landing on You,But It's Destiny,
Crash Landing on You,Flower,k-pop
Crash Landing on You,Sunset,new french touch
Crash Landing on You,Here I Am Again,korean pop
Crash Landing on You,Someday,movie tunes
Crash Landing on You,Photo of My Mind,trot
Crash Landing on You,The Hill of Yearning,
Crash Landing on You,All of My Days,"ccm, roots worship"
Crash Landing on You,Like You,"neo soul, pop, r&b"
Crash Landing on You,Let Us Go,
Crash Landing on You,Give You My Heart,"k-pop, pop"
Justice League,Justice League Theme,"orchestral soundtrack, soundtrack"
Jujutsu Kaisen,Kaikai Kitan,"anime, anime rock"
Jujutsu Kaisen,Lost in Paradise feat. Aklo,japanese instrumental
Jujutsu Kaisen,VIVID VICE,j-poprock
Jujutsu Kaisen,give it back,"anime, j-pixie"
Dragon Ball,,
Yes Minister,,
The Family Man,Dega Jaan,"desi pop, filmi, gujarati pop, modern bollywood"
Dragon Ball,,
Spaced,,
Battlestar Galactica,,
Mahabharat,Ath Shree Mahabharat Katha,
Mahabharat,Bharat Ki Yeh Kahani,"desi pop, modern bollywood"
Coupling,"Perhaps, Perhaps, Perhaps ","adult standards, easy listening, lounge, vocal jazz"
Homicide: Life on the Street,,
Shameless,Trouble Comes Running,"alternative rock, austindie, indie rock, modern rock"
Cobra Kai,,
Mr. Robot,Silent Night (Dark Piano Version),
Gullak,,
The IT Crowd,,
Long Way Round,,
The Office,Handbags and Gladrags,"britpop, welsh rock"
Louie,Brother Louie,"europop, synthpop"
Fullmetal Alchemist,Merissa,"j-pop, j-rock"
Fullmetal Alchemist,Kesenai Tsumi,otacore
Fullmetal Alchemist,Ready Steady Go,"anime, classic j-pop, j-pop, visual kei"
Fullmetal Alchemist,Tobira no Mukou he,
Fullmetal Alchemist,UNDO,"alternative rock, modern power pop, modern rock, permanent wave, rock"
Fullmetal Alchemist,Motherland,japanese teen pop
Fullmetal Alchemist,Riraito,"anime, j-pop, j-poprock, j-rock, japanese pop punk"
Fullmetal Alchemist,I Will,"modern folk rock, modern rock, neo mellow, stomp and holler, uk americana"
What We Do in the Shadows,You're Dead,"afrofuturism, alternative hip hop, electronica, escape room, experimental hip hop, glitch, glitch hop, indietronica, instrumental hip hop, intelligent dance music, jazztronica, psychedelic hip hop, wonky"
Samurai Champloo,Battlecry,gaming edm
Samurai Champloo,Shiki No Uta,j-reggae
Samurai Champloo,Who's Theme,otacore
Samurai Champloo,You,pop
Samurai Champloo,Fly (Small Circle Of Friends),
Samurai Champloo,San Francisco,
Samurai Champloo,Obokuri Eeumi,
Samurai Champloo,Pekambe Uk,ainu folk
Samurai Champloo,Hiji Zuru STYLE,sped up
Whose Line Is It Anyway?,,
The Bureau,,
Through the Wormhole,,
Pose,,
Letterkenny,,
The Venture Bros.,No Vacancy,"modern country pop, texas country"
The Venture Bros.,Tuff,viral rap
The Venture Bros.,Tuff,viral rap
Skam,,
"Yes, Prime Minister",,
I'm Alan Partridge,,
Spartacus,,
Doctor Who,Doctor Who Theme,"british soundtrack, theme"
Sons of Anarchy,,
Samurai Jack,Never Forget You,"pop, scandipop, swedish electropop, swedish pop"
North & South,Factory,"german soundtrack, orchestral soundtrack, soundtrack"
North & South,I've Seen Hell,"melodic metalcore, metalcore, modern rock, rock, uk metalcore"
North & South,Thornton's Walk,"acoustic blues, blues, harmonica blues, rhythm and blues, texas blues, traditional blues"
North & South,Milton,"indie game soundtrack, video game music"
North & South,Boucher,"atl hip hop, indie hip hop, psychedelic hip hop, rap, underground hip hop"
North & South,Horseman,
North & South,Watching,"contemporary country, country, country road"
North & South,Beginning,nashville singer-songwriter
North & South,She'll Take You From Me,"classical, late romantic era, russian romanticism"
North & South,Look Back,"melodic rap, rap, trap"
North & South,Opening,soundtrack
North & South,Irishmen,celtic punk
North & South,Come Up Smiling,"japanese vgm, sound team"
North & South,Northbound Train,
Black Sun,,
Silicon Valley,Stretch Your Face,wonky
Trailer Park Boys,,
Spartacus: Gods of the Arena,,
Neon Genesis Evangelion,,
Futurama,,
Ezel,,
Detectorists,,
Endeavour,,
Brass Eye,,
Rurouni Kenshin: Trust and Betrayal,Quiet Life,"melancholia, new romantic, new wave, synthpop"
Hannibal,"Nocturne for piano in C sharp minor (doubtful), KK Anh.Ia/6 ","british classical piano, classical piano"
From the Earth to the Moon,,
Community,At Least It was Here,la indie
Community,Greendale is Where I Belong,
Twin Peaks,,
Mob Psycho 100,,
The Expanse,,
